timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2025-05-01T00:00:00.000Z";"2025-05-01T23:59:59.999Z";"2025-05-01T15:16:00.000Z";"2025-05-01T00:01:00.000Z";"2781";94212.8628771738;97437.9638787913;94153.6338815343;96492.3390492363;32875889623.44;1916269083424.81;"2025-05-01T23:59:59.999Z"
"2025-04-30T00:00:00.000Z";"2025-04-30T23:59:59.999Z";"2025-04-30T11:56:00.000Z";"2025-04-30T14:01:00.000Z";"2781";94286.4686573453;95249.319407173;92979.639627542;94207.311297523;28344679831.08;1870909932833.95;"2025-04-30T23:59:59.999Z"
"2025-04-29T00:00:00.000Z";"2025-04-29T23:59:59.999Z";"2025-04-29T16:46:00.000Z";"2025-04-29T23:15:00.000Z";"2781";94981.8613835771;95485.4128200751;93796.6342233736;94284.7916281156;25806129920.72;1872332680247.73;"2025-04-29T23:59:59.999Z"
"2025-04-28T00:00:00.000Z";"2025-04-28T23:59:59.999Z";"2025-04-28T12:48:00.000Z";"2025-04-28T01:56:00.000Z";"2781";93755.3036053418;95598.492236527;92860.808221058;94978.7525036375;32363449569.16;1886098133222.49;"2025-04-28T23:59:59.999Z"
"2025-04-27T00:00:00.000Z";"2025-04-27T23:59:59.999Z";"2025-04-27T01:18:00.000Z";"2025-04-27T13:08:00.000Z";"2781";94660.9092081124;95301.2063769868;93665.3973569293;93754.846738124;18090367763.89;1861696344787.47;"2025-04-27T23:59:59.999Z"
"2025-04-26T00:00:00.000Z";"2025-04-26T23:59:59.999Z";"2025-04-26T01:37:00.000Z";"2025-04-26T13:47:00.000Z";"2781";94714.6463714469;95251.3594381245;93927.2506283557;94646.928111682;17612825123.36;1879642011224.54;"2025-04-26T23:59:59.999Z"
"2025-04-25T00:00:00.000Z";"2025-04-25T23:59:59.999Z";"2025-04-25T14:57:00.000Z";"2025-04-25T03:03:00.000Z";"2781";93954.249819661;95768.3924669559;92898.5930911719;94720.4980175858;40915232363.91;1880786784724.34;"2025-04-25T23:59:59.999Z"
"2025-04-24T00:00:00.000Z";"2025-04-24T23:59:59.999Z";"2025-04-24T23:35:00.000Z";"2025-04-24T08:50:00.000Z";"2781";93692.3959519458;94016.19442848;91696.7141140385;93943.7934161249;31483175315.4;1865529089320.75;"2025-04-24T23:59:59.999Z"
"2025-04-23T00:00:00.000Z";"2025-04-23T23:59:59.999Z";"2025-04-23T13:39:00.000Z";"2025-04-23T15:30:00.000Z";"2781";93427.5858085506;94535.7320718952;91962.9581822579;93699.1131760367;41719568820.85;1860287631188;"2025-04-23T23:59:59.999Z"
"2025-04-22T00:00:00.000Z";"2025-04-22T23:59:59.999Z";"2025-04-22T23:39:00.000Z";"2025-04-22T00:38:00.000Z";"2781";87521.8711734663;93817.3837912219;87084.529413867;93441.8933475575;55899038455.73;1854997709159.84;"2025-04-22T23:59:59.999Z"
"2025-04-21T00:00:00.000Z";"2025-04-21T23:59:59.999Z";"2025-04-21T14:32:00.000Z";"2025-04-21T00:05:00.000Z";"2781";85171.5427512029;88460.0961714718;85143.8377085489;87518.9050346999;41396190189.88;1737698002466.93;"2025-04-21T23:59:59.999Z"
"2025-04-20T00:00:00.000Z";"2025-04-20T23:59:59.999Z";"2025-04-20T02:06:00.000Z";"2025-04-20T11:32:00.000Z";"2781";85066.068869856;85306.3812568669;83976.8458492975;85174.3016291611;14664050811.93;1690999727673.35;"2025-04-20T23:59:59.999Z"
"2025-04-19T00:00:00.000Z";"2025-04-19T23:59:59.999Z";"2025-04-19T15:33:00.000Z";"2025-04-19T00:09:00.000Z";"2781";84450.8703334615;85597.7037392458;84353.4578154094;85063.4130568411;15259300427.02;1688872213416.23;"2025-04-19T23:59:59.999Z"
"2025-04-18T00:00:00.000Z";"2025-04-18T23:59:59.999Z";"2025-04-18T01:31:00.000Z";"2025-04-18T16:03:00.000Z";"2781";84900.1913574227;85095.0494426195;84298.8832048904;84450.8070773412;12728372364.23;1676621539019.95;"2025-04-18T23:59:59.999Z"
"2025-04-17T00:00:00.000Z";"2025-04-17T23:59:59.999Z";"2025-04-17T18:26:00.000Z";"2025-04-17T14:38:00.000Z";"2781";84030.672926765;85449.067655591;83749.7530202011;84895.7514392675;21276866029.01;1685506773681.22;"2025-04-17T23:59:59.999Z"
"2025-04-16T00:00:00.000Z";"2025-04-16T23:59:59.999Z";"2025-04-16T17:23:00.000Z";"2025-04-16T01:01:00.000Z";"2781";83674.5110786453;85428.2824096212;83100.617930143;84033.865416481;29617804112.22;1668203892788.15;"2025-04-16T23:59:59.999Z"
"2025-04-15T00:00:00.000Z";"2025-04-15T23:59:59.999Z";"2025-04-15T13:53:00.000Z";"2025-04-15T23:44:00.000Z";"2781";84539.692784981;86429.3484786375;83598.818421582;83668.9893302616;28040322884.75;1661094846850.74;"2025-04-15T23:59:59.999Z"
"2025-04-14T00:00:00.000Z";"2025-04-14T23:59:59.999Z";"2025-04-14T14:54:00.000Z";"2025-04-14T00:00:00.000Z";"2781";83694.5232732834;85784.9977272972;83690.6369469088;84542.3912826737;34090769777.17;1678232271828.09;"2025-04-14T23:59:59.999Z"
"2025-04-13T00:00:00.000Z";"2025-04-13T23:59:59.999Z";"2025-04-13T01:32:00.000Z";"2025-04-13T21:09:00.000Z";"2781";85279.4705343828;86015.1858492691;83027.0042626966;83684.9790281051;28796984817.37;1661414206575.85;"2025-04-13T23:59:59.999Z"
"2025-04-12T00:00:00.000Z";"2025-04-12T23:59:59.999Z";"2025-04-12T20:45:00.000Z";"2025-04-12T03:01:00.000Z";"2781";83404.516993045;85856.1878699008;82769.3778925434;85287.1132768994;24258059103.94;1692832369410.95;"2025-04-12T23:59:59.999Z"
"2025-04-11T00:00:00.000Z";"2025-04-11T23:59:59.999Z";"2025-04-11T21:24:00.000Z";"2025-04-11T01:00:00.000Z";"2781";79625.0481407205;84247.4736492697;78936.3205689461;83404.8398063772;41656778779.2;1655577243580.95;"2025-04-11T23:59:59.999Z"
"2025-04-10T00:00:00.000Z";"2025-04-10T23:59:59.999Z";"2025-04-10T00:08:00.000Z";"2025-04-10T16:03:00.000Z";"2781";82565.9744525521;82700.9320641928;78456.1337477737;79626.1414360505;44718000633.05;1580516596818.75;"2025-04-10T23:59:59.999Z"
"2025-04-09T00:00:00.000Z";"2025-04-09T23:59:59.999Z";"2025-04-09T21:25:00.000Z";"2025-04-09T01:30:00.000Z";"2781";76273.5617005576;83541.0002548722;74589.6727070598;82573.9511277008;84213627037.89;1638855824943.54;"2025-04-09T23:59:59.999Z"
"2025-04-08T00:00:00.000Z";"2025-04-08T23:59:59.999Z";"2025-04-08T02:14:00.000Z";"2025-04-08T22:40:00.000Z";"2781";79218.4738597791;80823.8881213157;76198.022280574;76271.9501747134;48314590748.66;1513925781250.1;"2025-04-08T23:59:59.999Z"
"2025-04-07T00:00:00.000Z";"2025-04-07T23:59:59.999Z";"2025-04-07T14:19:00.000Z";"2025-04-07T07:05:00.000Z";"2781";78221.3331336497;81119.0644210414;74436.6791009452;79235.333132174;91262424987.16;1572341577872.51;"2025-04-07T23:59:59.999Z"
"2025-04-06T00:00:00.000Z";"2025-04-06T23:59:59.999Z";"2025-04-06T01:32:00.000Z";"2025-04-06T23:22:00.000Z";"2781";83504.5071163801;83704.7177864194;77097.7409017465;78214.4808171041;36294853735.96;1552514022964.74;"2025-04-06T23:59:59.999Z"
"2025-04-05T00:00:00.000Z";"2025-04-05T23:59:59.999Z";"2025-04-05T01:29:00.000Z";"2025-04-05T15:46:00.000Z";"2781";83844.6996629091;84207.0193621592;82377.7358642744;83504.8001720546;14380803630.57;1657340895729.22;"2025-04-05T23:59:59.999Z"
"2025-04-04T00:00:00.000Z";"2025-04-04T23:59:59.999Z";"2025-04-04T09:58:00.000Z";"2025-04-04T11:31:00.000Z";"2781";83100.2474409798;84696.1462638178;81670.7487703545;83843.8048731047;45157640206.84;1664044793034.85;"2025-04-04T23:59:59.999Z"
"2025-04-03T00:00:00.000Z";"2025-04-03T23:59:59.999Z";"2025-04-03T01:52:00.000Z";"2025-04-03T15:09:00.000Z";"2781";82487.4764239047;83909.2983654795;81282.0978627491;83102.8282065402;36852112079.93;1649221222254.52;"2025-04-03T23:59:59.999Z"
"2025-04-02T00:00:00.000Z";"2025-04-02T23:59:59.999Z";"2025-04-02T20:18:00.000Z";"2025-04-02T23:04:00.000Z";"2781";85180.6130399194;88466.9569585923;82343.5391072756;82485.7083713044;47584398470.45;1637022453253.18;"2025-04-02T23:59:59.999Z"
"2025-04-01T00:00:00.000Z";"2025-04-01T23:59:59.999Z";"2025-04-01T16:03:00.000Z";"2025-04-01T00:17:00.000Z";"2781";82551.9187292547;85487.3661226658;82429.3619929085;85169.1695887702;28175650319.38;1690423576120.2;"2025-04-01T23:59:59.999Z"
"2025-03-31T00:00:00.000Z";"2025-03-31T23:59:59.999Z";"2025-03-31T15:26:00.000Z";"2025-03-31T00:46:00.000Z";"2781";82336.0593457524;83870.1213490621;81293.8885609204;82548.9109608694;29004228246.6;1638221363683.2;"2025-03-31T23:59:59.999Z"
